Track_name,Artist,Popularity,Album_name,Album_release_year,Genre,Key
Long Kiss Goodnight,The Notorious B.I.G.,0,Life After Death (Deluxe Version),1997,rap,7
Beautiful Mind,Cormega,38,Legal Hustle,2004,rap,5
All Black,Big L,45,Lifestylez Ov Da Poor & Dangerous,1995,rap,9
The What,The Notorious B.I.G.,58,Ready to Die (The Remaster),1994,rap,10
Beef,Mos Def,0,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),2005,rap,0
Still Not a Player (feat. Joe) - Radio Version,Big Pun,65,Capital Punishment (Explicit Version),1999,rap,4
Casualties Of A Dice Game,Big L,0,The Big Picture (Explicit Version),2000,rap,1
The Heist,Big L,0,The Big Picture (Explicit Version),2000,rap,1
Damage,Ol' Dirty Bastard,37,Return To The 36 Chambers: The Dirty Version,1995,rap,11
Brooklyn Zoo,Ol' Dirty Bastard,59,Return To The 36 Chambers: The Dirty Version,1995,rap,2
Wreckonize - Remix Vocal,Smif-N-Wessun,58,Wreckonize bw Sound Bwoy Bureill,2008,rap,1
Visionz,Wu-Tang Clan,48,Wu-Tang Forever,1997,rap,11
Mighty Healthy,Ghostface Killah,27,Supreme Clientele,2000,rap,9
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,48,Ironman,1996,rap,10
Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,3,Life After Death,1997,rap,6
Rebirth Of Slick (Cool Like Dat),Digable Planets,58,Reachin' (A New Refutation Of Time And Space),1993,rap,1
Paid In Full,Eric B. & Rakim,51,Paid In Full,1987,rap,7
Microphone Fiend,Eric B. & Rakim,47,Follow The Leader,1988,rap,11
314 (feat. Night Lovell),Dylan Brady,42,All I Ever Wanted,2015,rap,7
"Worldwide (feat. Curtis Heron, Night Lovell, Fifty Grand & Dylan Brady)",MISOGI,47,PLAYMISOGI®,2016,rap,1
So Much Pain,Ja Rule,42,Pain Is Love,2001,rap,6
PLEASE DON’T GO,Night Lovell,61,GOODNIGHT LOVELL,2019,rap,5
Bankroll,Taz,48,Till Death Do Us Part III,2019,rap,10
I LIKE BLOOD,Night Lovell,51,GOODNIGHT LOVELL,2019,rap,2
CAN'T LOSE YOU,Night Lovell,55,GOODNIGHT LOVELL,2019,rap,0
WATCH ME,Night Lovell,49,GOODNIGHT LOVELL,2019,rap,1
THE SUN,Night Lovell,51,GOODNIGHT LOVELL,2019,rap,7
Mount Sinai,$uicideBoy$,68,High Tide In The Snake's Nest,2015,rap,3
Deep End,Taz,35,Till Death Do Us Part III,2019,rap,5
Ghost Rider,Taz,45,Ghost Rider,2018,rap,11
BAD KID,Night Lovell,61,GOODNIGHT LOVELL,2019,rap,1
Chernobyl,Unaverage Gang,46,Chernobyl,2019,rap,8
Trust Nobody,Hippie Sabotage,61,Trust Nobody,2019,rap,2
PAIN,Night Lovell,47,GOODNIGHT LOVELL,2019,rap,10
MARY JANE,Night Lovell,62,GOODNIGHT LOVELL,2019,rap,1
Underworld,Unaverage Gang,54,Underworld,2019,rap,8
Petty,Taz,37,Devils Valley III,2019,rap,7
PINK WITCH / LESSON,Night Lovell,48,GOODNIGHT LOVELL,2019,rap,10
RedRover,BONES,49,UnderTheWillowTree,2019,rap,6
Built for This (feat. Freddie Gibbs & Streetlife),Method Man,35,The Man with the Iron Fists (Original Motion Picture Soundtrack),2012,rap,1
Mangroves,Shahmen,51,BAD DREAM CATCHER,2019,rap,6
Lowlife,Josh A,54,Lowlife,2019,rap,2
Sober,2Scratch,56,Sober,2019,rap,8
Fly,Prznt,40,Fly,2019,rap,1
Falling,Trevor Daniel,97,Falling,2018,rap,10
DeadInDesignerClothes,BONES,33,Skinny,2014,rap,1
DyingLight,BONES,39,DyingLight,2019,rap,11
SameOldStory,BONES,38,UnderTheWillowTree,2019,rap,0
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,68,It Was Written,1996,rap,10
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,68,Ready to Die (The Remaster),1994,rap,11
In Da Club,50 Cent,77,Get Rich Or Die Tryin',2003,rap,6
Still D.R.E.,Dr. Dre,18,2001 (Explicit Version),1999,rap,11
Fuck Tha Police,N.W.A.,4,Straight Outta Compton (2002 - Remaster),1988,rap,8
P.I.M.P.,50 Cent,65,Get Rich Or Die Tryin',2003,rap,10
Gangsta's Paradise (feat. L.V.),Coolio,19,Gangsta's Paradise (US Release),1995,rap,8
The Next Episode,Dr. Dre,18,2001 (Explicit Version),1999,rap,3
It Was A Good Day,Ice Cube,2,The Predator,1992,rap,5
Bow Down - Edit,Westside Connection,26,Greatest Hits,2001,rap,7
Just A Lil Bit,50 Cent,75,The Massacre,2005,rap,1
Boyz-N-The-Hood,Eazy-E,50,N.W.A. And Their Family Reunion,2008,rap,1
Straight Outta Compton,N.W.A.,7,Straight Outta Compton (2002 - Remaster),1988,rap,8
Window Shopper,50 Cent,1,Best Of 50 Cent,2017,rap,5
My 64 (feat. Bun B & Snoop Dogg),Mike Jones,48,The American Dream,2007,rap,7
Hoo-Bangin' (WSCG Style),Westside Connection,39,Bow Down,1996,rap,1
99 Problems,JAY-Z,60,The Black Album,2003,rap,6
Sing For The Moment,Eminem,1,Curtain Call: The Hits,2005,rap,5
Call 9-1-1,Westside Connection,24,The Best Of Westside Connection,2007,rap,2
Changes,2Pac,11,2Pac Greatest Hits (Explicit Version),1998,rap,7
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,49,Bow Down,1996,rap,11
Don't Push Me,50 Cent,52,Get Rich Or Die Tryin',2003,rap,1
Hard Knock Life (Ghetto Anthem),JAY-Z,3,The Hits Collection Volume One (Deluxe),2010,rap,11
California Love - Original Version,2Pac,2,2Pac Greatest Hits (Explicit Version),1998,rap,7
Smile,Scarface,60,Greatest Hits,2010,rap,5
Disco Inferno,50 Cent,0,Best Of 50 Cent,2017,rap,2
Soldier Like Me,2Pac,0,Loyal To The Game,2004,rap,11
Old Time's Sake,Eminem,0,Relapse,2009,rap,1
Hail Mary,2Pac,1,2Pac Greatest Hits (Explicit Version),1998,rap,10
Hate It Or Love It,The Game,11,The Documentary,2005,rap,9
Crack A Bottle,Eminem,0,Relapse [Deluxe],2009,rap,9
Insane in the Brain,Cypress Hill,0,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",2013,rap,8
The Way I Am,Eminem,1,Curtain Call: The Hits,2005,rap,4
Dear Mama,2Pac,0,Peace In The Ghetto (Remixes),2017,rap,8
Ready Or Not,2Pac,0,Peace In The Ghetto (Remixes),2017,rap,10
Patiently Waiting,50 Cent,62,Get Rich Or Die Tryin',2003,rap,0
Gangsta Gangsta,N.W.A.,1,Straight Outta Compton,1988,rap,6
Nuthin But A G Thang,Snoop Dogg,0,Doggy Style Hits,2004,rap,11
"Shook Ones, Pt. II",Mobb Deep,73,The Infamous,1995,rap,10
You Know How We Do It - Remastered,Ice Cube,8,Lethal Injection,1993,rap,10
Poppin' Them Thangs,G-Unit,3,Beg For Mercy,2003,rap,6
Real Niggaz Don't Die,N.W.A.,39,N.W.A. Greatest Hits,1996,rap,7
All Eyez On Me,2Pac,75,All Eyez On Me,1996,rap,1
The Watcher,Dr. Dre,3,2001 (Explicit Version),1999,rap,7
2 Of Amerikaz Most Wanted,2Pac,1,2Pac Greatest Hits (Explicit Version),1998,rap,1
Mind Playing Tricks on Me,Geto Boys,65,We Can't Be Stopped,1991,rap,10
Straight Outta Compton - Extended Mix / Edit,N.W.A.,54,N.W.A. Greatest Hits,1996,rap,8
California Love,2Pac,31,California Love,2011,rap,5
Real Muthaphuckkin' G's,Eazy-E,69,Gangsta Memorial,2007,rap,11
Ghetto Gospel,2Pac,68,Loyal To The Game,2004,rap,5
Insane in the Brain,Cypress Hill,70,Black Sunday,1993,rap,11
Simon Says,Pharoahe Monch,5,Classic Hip-Hop,2011,rap,1
Hate Me Now (feat. Puff Daddy),Nas,62,I Am...,1999,rap,9
Funkdafied,Da Brat,54,Funkdafied,1994,rap,11
Purple Pills,D12,7,Devils Night,2001,rap,1
Can't C Me,2Pac,65,All Eyez On Me,1996,rap,0
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,66,It Ain't Safe No More. . .,2002,rap,6
Wu-Tang Clan Aint Nuthing ta F' Wit,Wu-Tang Clan,66,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993,rap,10
Protect Ya Neck,Wu-Tang Clan,66,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993,rap,8
Chin Check,N.W.A.,59,The Best Of N.W.A: The Strength Of Street Knowledge,2006,rap,2
Potential Victims,Westside Connection,41,Terrorist Threats,2003,rap,2
That's That S*** - Radio Edit,Snoop Dogg,25,That's That S*** (Radio Edit),2006,rap,9
Hell on Earth (Front Lines),Mobb Deep,66,Hell On Earth (Explicit),1996,rap,0
Hello - Feat. Dr. Dre And MC Ren,Ice Cube,2,War & Peace Vol. 2 (The Peace Disc),2000,rap,10
If It Ain't Ruff - Remastered 2002,N.W.A.,32,N.W.A. Greatest Hits,1996,rap,8
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,66,Life After Death (2014 Remastered Edition),1997,rap,11
It's On,Eazy-E,53,It's On (Dr. Dre) 187um Killa,1993,rap,1
Dopeman - Remix,N.W.A.,50,Straight Outta Compton,1988,rap,7
N.Y. State of Mind,Nas,66,Illmatic XX,1994,rap,6
Hit 'Em Up - Single Version (Explicit),2Pac,2,2Pac Greatest Hits (Explicit Version),1998,rap,7
Gangsta Gangsta,N.W.A.,62,Straight Outta Compton,1988,rap,6
Ole School Shit,Eazy-E,54,Gangsta Memorial,2007,rap,1
Keep Their Heads Ringin',Dr. Dre,61,Keep Their Heads Ringin',1995,rap,0
You Ain't a Killer,Big Pun,55,Capital Punishment (Explicit Version),1999,rap,6
Fuck Tha Police,N.W.A.,57,N.W.A. Greatest Hits,1996,rap,6
Fick die Hoe,AK Ausserkontrolle,52,A.S.S.N.,2017,rap,0
Stress mit Grund (feat. Bushido & Haftbefehl),Shindy,45,NWA 2.0,2013,rap,11
Stress ohne Grund (feat. Bushido),Shindy,50,NWA,2013,rap,6
American Express (feat. Farid Bang),Kollegah,42,Imperator (Deluxe Edition),2016,rap,2
1312,Vega,45,Kaos,2015,rap,10
Cazal (feat. Miami Yacine),Zuna,45,Cazal (feat. Miami Yacine),2017,rap,8
Bankster,AK Ausserkontrolle,37,A.S.S.N.,2017,rap,8
CCNDNA,Bushido,10,Black Friday,2017,rap,10
Medusa,Kollegah,0,Chronik III,2015,rap,7
Black Bombay,AJÉ,0,S auf der Brust,2017,rap,10
Gangsta Rap,LX & Maxwell,45,Obststand,2015,rap,6
Unter der Brücke,Olexesh,12,Nu Eta Da,2014,rap,7
Wahre Begebenheiten (feat. AK Ausserkontrolle),18 Karat,49,PUSHA,2017,rap,7
Die Echten,Capital Bra,52,Makarov Komplex,2017,rap,9
A.S.S.N.,AK Ausserkontrolle,56,A.S.S.N.,2017,rap,0
Koka,Azet,44,Richtung Paradies EP,2016,rap,3
Hol'mir dein Cousin,Zuna,48,Richtung Paradies EP,2016,rap,10
Nur noch Gucci,Capital Bra,1,Nur noch Gucci,2017,rap,2
Mit Dem Kopf Durch Die Wand,187 Strassenbande,0,187 Strassenbande,2009,rap,11
MS Siskat,AJÉ,0,S auf der Brust,2017,rap,11
Mit den Jungz,187 Strassenbande,1,Mit den Jungz,2017,rap,2
Sirp,Bonez MC,43,Der Sampler 3,2015,rap,1
2065,AK Ausserkontrolle,52,Panzaknacka,2016,rap,8
Es rollt wieder,P.M.B.,42,Taxi Driver,2015,rap,0
Unterwegs,Fler,0,Unterwegs,2016,rap,11
36 Bars Reloaded,Mosh36,0,36 Bars Reloaded,2017,rap,10
Flexscheibe,AK Ausserkontrolle,47,Selbststeller - EP,2016,rap,11
Gib mir 2 Minuten,AK Ausserkontrolle,43,Selbststeller - EP,2016,rap,10
Echte Berliner,AK Ausserkontrolle,50,Selbststeller - EP,2016,rap,10
Flow,Gzuz,0,187 Strassenbande Sampler 2,2011,rap,11
Gangland,Manuellsen,39,Gangland,2016,rap,7
Ostblocknutten,Kollegah,0,Hoodtape (Vol. 1 / X-Mas Edition),2010,rap,8
Königsaura,Kollegah,15,King,2014,rap,11
Bossaura,Kollegah,0,Bossaura,2011,rap,10
Dieses Boot,Gzuz,41,High & Hungrig,2014,rap,9
Bleib auf dem Teppich,Ufo361,40,Ich bin ein Berliner,2016,rap,1
38,KALIM,0,38,2017,rap,10
HSHC,PA Sports,1,HSHC,2017,rap,2
Großstadtdschungel,Miami Yacine,43,Großstadtdschungel,2017,rap,2
Sie wollen meine Loui$ (Don Dollar),Kulturerbe Achim,28,Großunternehmer EP,2017,rap,1
Sturmmaske Auf [Intro],Kollegah,0,Sturmmaske Auf [Intro],2017,rap,3
Paff Paff weiter 2,Capital Bra,47,BLYAT,2017,rap,11
Das Leben ist so,Capital Bra,47,BLYAT,2017,rap,11
Mister Dardy,Dardan,3,Hallo Deutschrap,2017,rap,1
Zweistellige Haftstrafen,Capital Bra,55,BLYAT,2017,rap,11
Patte fließt,Azet,52,Patte fließt,2016,rap,6
Umsatzfixiert,Capital Bra,39,BLYAT,2017,rap,9
Schnell machen,Sa4,54,Schnell machen,2017,rap,9
Für die Gang,Bosca,19,"Parkplatzmusik, Vol.1",2017,rap,6
Mondsichel,Celo & Abdi,0,Mondsichel,2017,rap,4
Intro,Olexesh,11,Nu Eta Da,2014,rap,5
Gamechanger,Kollegah,0,Gamechanger,2017,rap,8
Meister Yoda,Azet,49,Fast Life,2016,rap,0
Bunker,Sa4,44,Neue deutsche Quelle,2017,rap,6
Dreh's wie 'ne 8,Gzuz,41,Der Sampler 3,2015,rap,0
Allstars,Sa4,57,Neue deutsche Quelle,2017,rap,11
Is' mir egal,Hanybal,0,Weg von der Fahrbahn (Bonus Tracks Version),2015,rap,9
Die Straße ein Teil,Luciano,34,Die Straße ein Teil,2017,rap,9
Fast Life,Azet,56,Fast Life,2016,rap,4
Ghetto Panorama,Anonym,38,Fick Fame,2017,rap,8
Ready to Die,18 Karat,44,PUSHA,2017,rap,7
Mufasa,Azzi Memo,36,Trap 'n' Haus (Deluxe Edition),2017,rap,0
,,0,,2017,rap,11
,,0,,2017,rap,10
Best Friends (feat. Bushido),Ali Bumaye,36,Rumble in the Jungle,2016,rap,10
Gjynah,Azet,43,Gjynah,2017,rap,1
MOB,Olexesh,43,MOB,2017,rap,1
Mayday Mayday,Bonez MC,37,Sampler 3,2015,rap,1
Ich Binnezz,Bonez MC,41,Sampler 3,2015,rap,11
Knast Oder Tod (remix feat. Dardan),Nate57,32,Knast oder Tod,2018,rap,9
Lebendig Begraben,Olexesh,13,Nu Eta Da,2014,rap,5
Ich komm allein,Olexesh,9,Strassencocktail (Deluxe Version),2015,rap,1
Ich weiss was gut ist,Olexesh,10,Strassencocktail (Deluxe Version),2015,rap,7
Saftige Schluhas,Olexesh,6,Saftige Schluhas,2016,rap,11
Gopnik,Olexesh,36,Gopnik,2018,rap,1
AMG,Fler,0,AMG,2018,rap,11
Magisch,Olexesh,52,Magisch,2018,rap,0
Qa bone,Azet,58,Qa bone,2017,rap,9
Verkauft,RAF Camora,48,Anthrazit RR,2017,rap,4
Fress mich satt,Joshi Mizu,39,Kaviar & Toast,2017,rap,2
Komm ins Cafe 2 (feat. Farid Bang),18 Karat,0,Komm ins Cafe 2 (feat. Farid Bang),2018,rap,11
¿ Was hast du gedacht ?,Gzuz,1,¿ Was hast du gedacht ?,2018,rap,2
Czech Republic,Zuna,41,Mele7,2017,rap,11
Treppenhaus Authentic,Olexesh,22,Nu Eta Da,2014,rap,0
Balenciaga,Ufo361,50,Balenciaga,2018,rap,7
Geld spielt keine Rolex,Olexesh,42,ROLEXESH,2018,rap,10
BWA,Olexesh,40,ROLEXESH,2018,rap,8
Schüsse aus'm Benz,Olexesh,44,ROLEXESH,2018,rap,11
Fake Love,Olexesh,45,ROLEXESH,2018,rap,11
Vorankommen,Luciano,55,Eiskalt,2017,rap,11
Airmax gegen Kopf,Dardan,53,Airmax gegen Kopf,2018,rap,1
Bossaura - Remastered,Kollegah,0,Legacy - Best Of,2017,rap,10
Auf einmal sind alle korrekt (feat. Bonez MC),18 Karat,48,Geld Gold Gras (Deluxe Edition),2018,rap,10
Hypnotize,The Notorious B.I.G.,6,Life After Death (Deluxe Version),1997,rap,9
Fantastic Voyage,Coolio,0,It Takes A Thief (US Release),1994,rap,4
California Love - Original Mix,2Pac,0,The Best of 2Pac - Pt. 1: Thug (EDITED),2007,rap,7
Big Poppa - 2007 Remaster,The Notorious B.I.G.,42,Greatest Hits,2007,rap,9
Notorious Thugs,The Notorious B.I.G.,3,Life After Death (Deluxe Version),1997,rap,11
My Mind Playin Tricks On Me,Geto Boys,0,Uncut Dope,1992,rap,10
You Know How We Do It - Remastered,Ice Cube,70,Lethal Injection,1993,rap,10
Damn It Feels Good to Be a Gangsta,Geto Boys,60,Uncut Dope,1992,rap,1
Bury Me A G,Thug Life,50,Thug Life: Volume 1,1994,rap,4
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,77,Curtain Call,2005,rap,2
Stan,Eminem,74,The Marshall Mathers LP,2000,rap,6
Been There Done That,Dr. Dre,39,Dr. Dre Presents... The Aftermath,1996,rap,6
Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),Snoop Dogg,54,Doggystyle,1993,rap,7
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,63,Doggystyle,1993,rap,8
2 Of Amerikaz Most Wanted,2Pac,62,All Eyez On Me,1996,rap,8
I'd Rather Fuck You,N.W.A.,30,Gangsta Memorial,2007,rap,11
"Serial Killa (feat. The D.O.C., Tha Dogg Pound & RBX)",Snoop Dogg,55,Doggystyle,1993,rap,2
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,72,Life After Death (2014 Remastered Edition),1997,rap,6
This D.J.,Warren G,64,Regulate… G Funk Era,1994,rap,6
Indo Smoke,Mista Grimm,41,Poetic Justice: Music from the Motion Picture,1993,rap,0
All About U,2Pac,65,All Eyez On Me,1996,rap,2
Got My Mind Made Up,2Pac,56,All Eyez On Me,1996,rap,6
How Do You Want It,2Pac,66,All Eyez On Me,1996,rap,8
Heartz Of Men,2Pac,54,All Eyez On Me,1996,rap,6
I Ain't Mad At Cha,2Pac,58,All Eyez On Me,1996,rap,5
Bow Down,Westside Connection,57,Bow Down,1996,rap,9
Blowjob Betty,Too $hort,42,Get In Where You Fit In,1993,rap,10
Flava in Ya Ear,Craig Mack,53,Project: Funk Da World,1994,rap,9
After Laughter (Comes Tears),Wendy Rene,47,After Laughter (Comes Tears),2005,rap,1
Let Me Blow Ya Mind,Eve,71,Scorpion,2001,rap,8
Get Down,Nas,57,God's Son,2002,rap,1
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,56,Doggystyle,1993,rap,1
Ain't No Future In Yo' Frontin',MC Breed,48,MC Breed & DFC,1991,rap,0
Gangstas Make The World Go Round,Westside Connection,41,Bow Down,1996,rap,9
The Wrong Nigga To Fuck Wit,Ice Cube,42,Death Certificate (25th Anniversary Edition),2017,rap,9
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,16,LONG.LIVE.A$AP (Deluxe Version),2013,rap,1
Want Her,Mustard,0,Cold Summer,2016,rap,1
Face Down,Mustard,0,10 Summers,2014,rap,2
Lockjaw (feat. Kodak Black),French Montana,63,Lockjaw (feat. Kodak Black),2016,rap,5
No Shopping,French Montana,0,No Shopping,2016,rap,10
F*ck Up Some Commas,Future,68,DS2 (Deluxe),2015,rap,11
Stick Talk,Future,62,DS2 (Deluxe),2015,rap,7
Ain't No Time,Future,51,EVOL,2016,rap,7
Ali Bomaye,The Game,3,Jesus Piece,2012,rap,10
m.A.A.d city,Kendrick Lamar,67,"good kid, m.A.A.d city (Deluxe)",2012,rap,2
Ride Out,Kid Ink,62,Furious 7: Original Motion Picture Soundtrack,2015,rap,5
Trap Back Jumpin,T.I.,0,Trouble Man: Heavy is the Head,2012,rap,1
Go Get It,T.I.,1,Trouble Man: Heavy is the Head,2012,rap,1
Poppin Bottles (feat. Drake),T.I.,0,No Mercy,2010,rap,0
Stimulated,Tyga,0,Fuk Wat They Talkin Bout,2015,rap,1
Hookah,Tyga,2,Hookah,2014,rap,9
Bussin Out Da Bag,Tyga,34,Fuk Wat They Talkin Bout,2015,rap,0
Shaka Zulu,Tyga,40,The Gold Album: 18th Dynasty,2015,rap,2
God Talk,Tyga,31,The Gold Album: 18th Dynasty,2015,rap,9
40 Mill,Tyga,41,40 Mill - Single,2014,rap,3
Molly,Tyga,52,Hotel California (Deluxe),2013,rap,5
Memo,Young Thug,57,Slime Season 3,2016,rap,1
Digits,Young Thug,68,Slime Season 3,2016,rap,10
With That (feat. Duke),Young Thug,60,Barter 6,2015,rap,9
Best Friend,Young Thug,65,Best Friend,2015,rap,8
No Lie,2 Chainz,39,Based On A T.R.U. Story,2012,rap,6
Litty (feat. Tory Lanez),Meek Mill,65,DC4,2016,rap,10
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,54,Quality Street Music,2012,rap,1
Bad and Boujee (feat. Lil Uzi Vert),Migos,61,Bad and Boujee (feat. Lil Uzi Vert),2016,rap,8
Skateboard P,MadeinTYO,55,"Thank You, Mr. Tokyo",2016,rap,1
Purple Lamborghini (with Rick Ross),Skrillex,72,Purple Lamborghini (with Rick Ross),2016,rap,10
Bounce Back,Big Sean,5,I Decided.,2017,rap,9
Milly Rock,2milly,47,Milly Rock,2015,rap,2
The Game & Skrillex: El Chapo,The Game,60,The Documentary 2.5,2015,rap,6
Gyalchester,Drake,3,More Life,2017,rap,1
Yeah Ya Know (Takers),T.I.,35,"We Run This, Vol. 5 (mixed by Mr. E of RPS Fam)",2010,rap,1
Who Do You Love?,YG,2,My Krazy Life (Deluxe),2014,rap,9
I'm Back,T.I.,0,I'm Back,2010,rap,4
Go Hard or Go Home,Wiz Khalifa,61,Furious 7: Original Motion Picture Soundtrack,2015,rap,4
We Own It (Fast & Furious),2 Chainz,59,Fast & Furious 6,2013,rap,8
What The Price,Migos,55,Culture,2017,rap,6
XO TOUR Llif3,Lil Uzi Vert,11,XO TOUR Llif3,2017,rap,11
Money Longer,Lil Uzi Vert,76,Lil Uzi Vert vs. The World,2016,rap,5
Look Alive - Remix,Rae Sremmurd,51,Look Alive (Remix),2016,rap,4
No Complaints,Metro Boomin,63,No Complaints,2017,rap,2
Teterboro Flow,Tyga,0,B*tch I'm the Sh*t 2,2017,rap,10
Feel Me (feat. Kanye West),Tyga,0,B*tch I'm the Sh*t 2,2017,rap,1
Chandeliers,Tyga,0,B*tch I'm the Sh*t 2,2017,rap,8
Bout Me (feat. Problem & Iamsu),Wiz Khalifa,43,O.N.I.F.C. (Deluxe),2012,rap,2
Stay Schemin,Rick Ross,64,Stay Schemin,2012,rap,7
No Limit,G-Eazy,22,No Limit,2017,rap,1
Gucci Gang,Lil Pump,74,Lil Pump,2017,rap,5
Jumpman,Drake,7,What A Time To Be Alive,2015,rap,1
Back To Back,Drake,69,Back To Back,2015,rap,1
Blessings,Big Sean,2,Dark Sky Paradise (Deluxe),2015,rap,1
Three,Future,52,SUPER SLIMEY,2017,rap,5
Feed Me Dope,Future,56,SUPER SLIMEY,2017,rap,8
Patek Water,Future,62,SUPER SLIMEY,2017,rap,6
No Cap,Future,58,SUPER SLIMEY,2017,rap,1
Danger (with Migos & Marshmello),Migos,74,Danger (with Migos & Marshmello) [From Bright: The Album],2017,rap,9
I Do...,Mustard,39,The Ghetto,2017,rap,6
Bank Account,21 Savage,6,Issa Album,2017,rap,8
Ric Flair Drip (& Metro Boomin),Offset,81,Without Warning,2017,rap,9
Never Tired,Yung Skii,0,Never Tired,2017,rap,8
Ghostface Killers,21 Savage,73,Without Warning,2017,rap,2
Open It Up,Migos,0,Culture II,2018,rap,10
X (with 2 Chainz & Saudi),ScHoolboy Q,3,Black Panther The Album Music From And Inspired By,2018,rap,2
X (feat. Future),21 Savage,74,Savage Mode,2016,rap,1
Rap Saved Me,21 Savage,67,Without Warning,2017,rap,1
Plug Walk,Rich The Kid,2,Plug Walk,2018,rap,11
Powerglide (feat. Juicy J),Rae Sremmurd,5,Powerglide (feat. Juicy J),2018,rap,1
Jettski Grizzley (feat. Lil Pump),Tee Grizzley,61,Activated,2018,rap,8
Dope,PashaPG,46,Dope,2018,rap,4
2 Seater (feat. Quavo & 21 Savage),DJ Holiday,46,2 Seater (feat. Quavo & 21 Savage),2018,rap,0
Lucky You (feat. Joyner Lucas),Eminem,80,Kamikaze,2018,rap,10
The Ringer,Eminem,75,Kamikaze,2018,rap,1
No Stylist,French Montana,76,No Stylist,2018,rap,5
Sin (feat. Jaden Smith),Young Thug,69,On The Rvn,2018,rap,11
PASS OUT (feat. 21 Savage),Quavo,60,QUAVO HUNCHO,2018,rap,11
SICKO MODE - Skrillex Remix,Travis Scott,66,SICKO MODE (Skrillex Remix),2018,rap,1
Memphis to La,Chris Travis,37,Never Forget,2014,rap,4
Captain (feat. Smokepurpp) - Remix,Wiz Khalifa,54,Captain (feat. Smokepurpp) [Remix],2018,rap,5
Taylor Gang,Wiz Khalifa,44,Cabin Fever,2011,rap,6
"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,66,Creed II: The Album,2018,rap,10
KMT,Drake,64,More Life,2017,rap,1
Baby 8,YBN Nahmir,54,Baby 8,2019,rap,1
Too Many,Tyga,64,Legendary,2019,rap,2
Stash (feat. Blueface),Tyga,54,Legendary,2019,rap,4
On the River,Young Dolph,57,Gelato,2017,rap,0
Behind Barz - Bonus,Drake,77,Top Boy (A Selection of Music Inspired by the Series),2019,rap,8
What Up Gangsta,50 Cent,55,Get Rich Or Die Tryin',2003,rap,11
Panini - DaBaby Remix,Lil Nas X,82,Panini,2019,rap,5
Immortal,21 Savage,83,Immortal,2019,rap,6
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,86,Hot (Remix) [feat. Gunna and Travis Scott],2019,rap,7
Brigada (Epilogue),Alexey Shelygin,0,Brigada (Soundtrack from the TV Series),2003,rap,9
Яд,Местный,1,Кругозор,2018,rap,2
За 105 двор,Nurminsky,38,За 105 двор,2019,rap,1
Моя игра,Basta,43,Баста 1,2006,rap,1
Мы не с центра,Chestnyi,23,Трогаю небо,2019,rap,11
Бумеранг,Руслан Черный,17,Бумеранг,2019,rap,3
Сигарета тлеет,Chestnyi,20,Трогаю небо,2019,rap,6
Валим,Nurminsky,47,Пацаны с улиц выбиваются в люди,2019,rap,11
А.У.Е. Жизнь Ворам (feat. Вася Шмель & Лицо Под-Капюшоном),Руслан Черный,9,Для Братвы Жиганской,2018,rap,9
Табор уходит в небо,Kaspiyskiy Gruz,23,The Best of Каспийский Груз,2018,rap,2
Рванарана,Litvinenko,29,Рванарана,2018,rap,6
Ето банда,Ashim,27,Ето банда,2019,rap,1
Пацаны с моего двора,Simaga,18,Время,2015,rap,6
Колибри,Kavabanga Depo Kolibri,53,KDKin,2015,rap,2
Сладкий дым,Esco,19,Сладкий дым,2019,rap,0
Пацанская,Oleg Kenzov,14,Пацанская,2019,rap,9
Май 45-го,StaFFord63,18,Май 45-го,2019,rap,9
Жизнь ворам,Тихон Новокузнецкий,14,Роза Ветров,2019,rap,9
Любит хулигана,Litvinenko,37,Любит хулигана,2019,rap,11
Салам пацанам,StaFFord63,36,Дым - мой круговорот (Special Edition),2018,rap,11
Пацанская,НЕ.KURILI,20,Где я свернул не туда,2017,rap,7
Джаман,Xassa,31,Мало тебя,2019,rap,11
